shape_id,shape_pt_lat,shape_pt_lon,shape_pt_sequence,shape_dist_traveled
blue_0,33.706009,73.051881,1,0
blue_0,33.707185,73.054165,2,0.248
blue_0,33.707004,73.054423,3,0.28
blue_0,33.707003,73.054418,4,0.28
blue_0,33.704624,73.056143,5,0.589
blue_0,33.701482,73.058473,6,1
blue_0,33.701284,73.058738,7,1.033
blue_0,33.701149,73.059086,8,1.068
blue_0,33.700877,73.059134,9,1.099
blue_0,33.700664,73.059162,10,1.122
blue_0,33.698709,73.060661,11,1.38
blue_0,33.696934,73.062064,12,1.617
blue_0,33.696344,73.06236,13,1.688
blue_0,33.696131,73.062456,14,1.713
blue_0,33.694137,73.061933,15,1.94
blue_0,33.693357,73.061603,16,2.032
blue_0,33.692932,73.061365,17,2.084
blue_0,33.692496,73.060877,18,2.15
blue_0,33.692195,73.060357,19,2.209
blue_0,33.691987,73.060444,20,2.233
blue_0,33.691782,73.060722,21,2.268
blue_0,33.691719,73.061058,22,2.3
blue_0,33.694572,73.066335,23,2.882
blue_0,33.695094,73.066671,24,2.948
blue_0,33.695495,73.066649,25,2.992
blue_0,33.695807,73.066452,26,3.031
blue_0,33.69609,73.065865,27,3.094
blue_0,33.695999,73.065339,28,3.144
blue_0,33.695678,73.064801,29,3.205
blue_0,33.695003,73.064636,30,3.282
blue_0,33.694402,73.064935,31,3.354
blue_0,33.649495,73.098582,32,9.239
blue_0,33.598445,73.136756,33,15.926
blue_0,33.597968,73.137274,34,15.997
blue_0,33.597942,73.13788,35,16.053
blue_0,33.598203,73.138473,36,16.116
blue_0,33.598458,73.138598,37,16.146
blue_0,33.598506,73.13845,38,16.161
blue_0,33.598505,73.138319,39,16.173
blue_0,33.598357,73.137992,40,16.207
blue_1,33.598575,73.137993,1,0
blue_1,33.598579,73.138472,2,0.044
blue_1,33.598576,73.138667,3,0.062
blue_1,33.598167,73.138995,4,0.117
blue_1,33.597229,73.139693,5,0.24
blue_1,33.596706,73.139834,6,0.299
blue_1,33.596076,73.140297,7,0.382
blue_1,33.595911,73.14025,8,0.4
blue_1,33.595689,73.139673,9,0.459
blue_1,33.595008,73.138123,10,0.622
blue_1,33.59474,73.137982,11,0.654
blue_1,33.594722,73.137973,12,0.656
blue_1,33.594338,73.13808,13,0.7
blue_1,33.594133,73.138438,14,0.74
blue_1,33.594149,73.138717,15,0.766
blue_1,33.594263,73.138975,16,0.793
blue_1,33.594461,73.139134,17,0.82
blue_1,33.594751,73.139134,18,0.852
blue_1,33.596294,73.138001,19,1.053
blue_1,33.694621,73.064366,20,13.937
blue_1,33.697167,73.062487,21,14.27
blue_1,33.707455,73.054675,22,15.623
blue_1,33.707549,73.054449,23,15.646
blue_1,33.707413,73.054258,24,15.669
blue_1,33.707206,73.054278,25,15.692
blue_1,33.707096,73.054345,26,15.706
blue_1,33.706504,73.054761,27,15.782
blue_1,33.706325,73.054867,28,15.805
blue_1,33.706294,73.054782,29,15.813
blue_1,33.706381,73.054715,30,15.825
blue_1,33.706963,73.054278,31,15.901
blue_1,33.706969,73.054263,32,15.902
blue_1,33.706906,73.054007,33,15.927
blue_1,33.705871,73.051983,34,16.147
fr_14_0,33.73536,73.165586,1,0
fr_14_0,33.735085,73.16563,2,0.031
fr_14_0,33.734874,73.165656,3,0.054
fr_14_0,33.734919,73.164466,4,0.165
fr_14_0,33.734793,73.163204,5,0.282
fr_14_0,33.73472,73.162027,6,0.391
fr_14_0,33.734611,73.159737,7,0.603
fr_14_0,33.734568,73.159363,8,0.638
fr_14_0,33.734338,73.156656,9,0.89
fr_14_0,33.734287,73.155868,10,0.963
fr_14_0,33.733731,73.153414,11,1.198
fr_14_0,33.733295,73.15199,12,1.339
fr_14_0,33.73286,73.150876,13,1.452
fr_14_0,33.731668,73.148853,14,1.682
fr_14_0,33.729574,73.145039,15,2.104
fr_14_0,33.728111,73.142657,16,2.378
fr_14_0,33.725821,73.1392,17,2.787
fr_14_0,33.72471,73.137941,18,2.957
fr_14_0,33.723614,73.136675,19,3.126
fr_14_0,33.72314,73.136142,20,3.198
fr_14_0,33.72185,73.134771,21,3.389
fr_14_0,33.721221,73.134045,22,3.486
fr_14_0,33.720952,73.132873,23,3.599
fr_14_0,33.720838,73.13114,24,3.759
fr_14_0,33.720334,73.129082,25,3.958
fr_14_0,33.720058,73.127839,26,4.077
fr_14_0,33.719728,73.127024,27,4.161
fr_14_0,33.718547,73.124644,28,4.417
fr_14_0,33.718701,73.121912,29,4.67
fr_14_0,33.718788,73.120348,30,4.815
fr_14_0,33.718056,73.118742,31,4.985
fr_14_0,33.715774,73.114749,32,5.433
fr_14_0,33.713851,73.111709,33,5.786
fr_14_0,33.711497,73.106825,34,6.308
fr_14_0,33.710075,73.106194,35,6.476
fr_14_0,33.707948,73.106272,36,6.713
fr_14_0,33.706122,73.106698,37,6.92
fr_14_0,33.702504,73.108638,38,7.36
fr_14_0,33.699569,73.110045,39,7.712
fr_14_0,33.69831,73.110595,40,7.861
fr_14_0,33.697517,73.110664,41,7.949
fr_14_0,33.696864,73.11065,42,8.022
fr_14_0,33.693388,73.110386,43,8.409
fr_14_0,33.689931,73.110366,44,8.793
fr_14_0,33.688918,73.11021,45,8.907
fr_14_0,33.68756,73.109149,46,9.087
fr_14_0,33.685133,73.106667,47,9.442
fr_14_0,33.682582,73.104038,48,9.815
fr_14_0,33.681924,73.102923,49,9.942
fr_14_0,33.678326,73.096565,50,10.653
fr_14_0,33.677831,73.096111,51,10.722
fr_14_0,33.672093,73.0934,52,11.408
fr_14_0,33.670917,73.092754,53,11.552
fr_14_0,33.668291,73.090412,54,11.915
fr_14_0,33.666553,73.088901,55,12.154
fr_14_0,33.665818,73.08903,56,12.237
fr_14_0,33.663443,73.089217,57,12.501
fr_14_0,33.661847,73.089427,58,12.68
fr_14_0,33.66091,73.089964,59,12.795
fr_14_0,33.655191,73.094293,60,13.547
fr_14_0,33.652382,73.096509,61,13.92
fr_14_0,33.652251,73.096916,62,13.961
fr_14_0,33.652333,73.097277,63,13.995
fr_14_0,33.652587,73.097487,64,14.03
fr_14_0,33.653115,73.097433,65,14.089
fr_14_0,33.653353,73.096985,66,14.138
fr_14_0,33.65325,73.096495,67,14.185
fr_14_0,33.653074,73.096054,68,14.23
fr_14_0,33.652498,73.095025,69,14.345
fr_14_0,33.652115,73.09494,70,14.388
fr_14_0,33.651739,73.095117,71,14.433
fr_14_0,33.65145,73.09539,72,14.474
fr_14_0,33.651323,73.095801,73,14.514
fr_14_0,33.651508,73.096198,74,14.556
fr_14_0,33.651864,73.096235,75,14.596
fr_14_0,33.652401,73.095962,76,14.661
fr_14_0,33.653713,73.095014,77,14.831
fr_14_0,33.659651,73.090595,78,15.608
fr_14_0,33.661465,73.089054,79,15.855
fr_14_0,33.662495,73.087282,80,16.055
fr_14_0,33.663305,73.085948,81,16.208
fr_14_0,33.663436,73.085451,82,16.256
fr_14_0,33.66301,73.084593,83,16.349
fr_14_0,33.661564,73.082227,84,16.62
fr_14_0,33.655873,73.071827,85,17.772
fr_14_0,33.653744,73.067714,86,18.22
fr_14_0,33.651655,73.063849,87,18.647
fr_14_0,33.650877,73.062253,88,18.818
fr_14_0,33.648675,73.058027,89,19.28
fr_14_0,33.64755,73.055653,90,19.533
fr_14_0,33.646868,73.054167,91,19.69
fr_14_0,33.646042,73.052591,92,19.862
fr_14_0,33.64505,73.050946,93,20.05
fr_14_0,33.644305,73.049692,94,20.193
fr_14_0,33.641367,73.044241,95,20.794
fr_14_0,33.639139,73.039901,96,21.266
fr_14_0,33.63563,73.03319,97,21.999
fr_14_0,33.634903,73.032017,98,22.135
fr_14_0,33.63473,73.031781,99,22.164
fr_14_0,33.634502,73.031511,100,22.2
fr_14_0,33.634427,73.031211,101,22.229
fr_14_1,33.635689,73.032592,1,0
fr_14_1,33.63586,73.033229,2,0.062
fr_14_1,33.636505,73.034542,3,0.203
fr_14_1,33.63839,73.038149,4,0.597
fr_14_1,33.638871,73.039022,5,0.694
fr_14_1,33.639424,73.040007,6,0.804
fr_14_1,33.640489,73.042137,7,1.034
fr_14_1,33.643359,73.047515,8,1.626
fr_14_1,33.644614,73.049768,9,1.877
fr_14_1,33.645207,73.050743,10,1.988
fr_14_1,33.645879,73.051918,11,2.12
fr_14_1,33.646972,73.054106,12,2.356
fr_14_1,33.647348,73.054784,13,2.432
fr_14_1,33.647983,73.056132,14,2.575
fr_14_1,33.648594,73.0575,15,2.719
fr_14_1,33.649554,73.059426,16,2.927
fr_14_1,33.650819,73.061765,17,3.185
fr_14_1,33.6522,73.064433,18,3.476
fr_14_1,33.653492,73.066638,19,3.725
fr_14_1,33.655324,73.070194,20,4.112
fr_14_1,33.656615,73.072657,21,4.382
fr_14_1,33.657911,73.07525,22,4.662
fr_14_1,33.660411,73.080001,23,5.182
fr_14_1,33.6622,73.08287,24,5.514
fr_14_1,33.663284,73.08478,25,5.728
fr_14_1,33.663536,73.085349,26,5.787
fr_14_1,33.66385,73.086131,27,5.868
fr_14_1,33.664859,73.087095,28,6.011
fr_14_1,33.666713,73.088673,29,6.264
fr_14_1,33.668024,73.089864,30,6.446
fr_14_1,33.669633,73.091373,31,6.673
fr_14_1,33.670801,73.092387,32,6.834
fr_14_1,33.672429,73.093341,33,7.035
fr_14_1,33.674321,73.094289,34,7.263
fr_14_1,33.678035,73.096033,35,7.706
fr_14_1,33.678033,73.096028,36,7.707
fr_14_1,33.678404,73.096448,37,7.764
fr_14_1,33.679124,73.097515,38,7.891
fr_14_1,33.681972,73.102643,39,8.461
fr_14_1,33.682491,73.103554,40,8.563
fr_14_1,33.683098,73.10428,41,8.659
fr_14_1,33.687297,73.108475,42,9.266
fr_14_1,33.68919,73.109799,43,9.509
fr_14_1,33.690223,73.110011,44,9.626
fr_14_1,33.691634,73.110118,45,9.783
fr_14_1,33.694381,73.110274,46,10.089
fr_14_1,33.696503,73.11041,47,10.325
fr_14_1,33.697922,73.110435,48,10.483
fr_14_1,33.698617,73.110257,49,10.562
fr_14_1,33.701191,73.109048,50,10.869
fr_14_1,33.706647,73.10616,51,11.532
fr_14_1,33.708721,73.105114,52,11.782
fr_14_1,33.709023,73.105255,53,11.818
fr_14_1,33.709469,73.105415,54,11.87
fr_14_1,33.710178,73.105559,55,11.95
fr_14_1,33.711341,73.106226,56,12.093
fr_14_1,33.711787,73.106945,57,12.176
fr_14_1,33.713169,73.110004,58,12.498
fr_14_1,33.713619,73.111011,59,12.604
fr_14_1,33.714195,73.111878,60,12.706
fr_14_1,33.714691,73.112533,61,12.788
fr_14_1,33.71567,73.114235,62,12.98
fr_14_1,33.718117,73.118575,63,13.465
fr_14_1,33.718719,73.119882,64,13.603
fr_14_1,33.718889,73.120371,65,13.652
fr_14_1,33.718794,73.121917,66,13.795
fr_14_1,33.71868,73.123941,67,13.983
fr_14_1,33.718718,73.124602,68,14.044
fr_14_1,33.719362,73.126067,69,14.197
fr_14_1,33.720047,73.127261,70,14.332
fr_14_1,33.72035,73.12794,71,14.403
fr_14_1,33.720644,73.129379,72,14.54
fr_14_1,33.721161,73.132296,73,14.816
fr_14_1,33.72163,73.133909,74,14.974
fr_14_1,33.722327,73.134886,75,15.093
fr_14_1,33.72354,73.136271,76,15.279
fr_14_1,33.724888,73.137851,77,15.488
fr_14_1,33.726151,73.139448,78,15.692
fr_14_1,33.72823,73.142562,79,16.061
fr_14_1,33.729715,73.144813,80,16.327
fr_14_1,33.731238,73.147515,81,16.629
fr_14_1,33.732977,73.150735,82,16.984
fr_14_1,33.733488,73.151985,83,17.113
fr_14_1,33.73429,73.155157,84,17.419
fr_14_1,33.734516,73.15641,85,17.538
fr_14_1,33.734815,73.160328,86,17.902
fr_14_1,33.735115,73.164799,87,18.316
fr_14_1,33.735227,73.165208,88,18.356
fr_14_1,33.735511,73.165334,89,18.39
fr_8a_0,33.706009,73.051881,1,0
fr_8a_0,33.707185,73.054165,2,0.248
fr_8a_0,33.706995,73.054402,3,0.279
fr_8a_0,33.701361,73.058558,4,1.014
fr_8a_0,33.70125,73.058881,5,1.046
fr_8a_0,33.701144,73.059085,6,1.069
fr_8a_0,33.700966,73.059137,7,1.089
fr_8a_0,33.700667,73.059148,8,1.122
fr_8a_0,33.69953,73.059994,9,1.271
fr_8a_0,33.699465,73.060238,10,1.295
fr_8a_0,33.700088,73.061393,11,1.422
fr_8a_0,33.69995,73.061578,12,1.445
fr_8a_0,33.698047,73.062979,13,1.693
fr_8a_0,33.697891,73.062943,14,1.711
fr_8a_0,33.697669,73.062574,15,1.753
fr_8a_0,33.697527,73.062583,16,1.769
fr_8a_0,33.696053,73.063825,17,1.969
fr_8a_0,33.695889,73.064304,18,2.017
fr_8a_0,33.695925,73.064821,19,2.065
fr_8a_0,33.696274,73.0655,20,2.139
fr_8a_0,33.696367,73.06606,21,2.191
