stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding
kamranMarket,,Kamran Market Stop,,33.5987058,73.056029,,,0,,,1
gpoChowk,,GPO Chowk Stop,,33.595609,73.051024,,,0,,,1
mh,,MH Stop,,33.596929,73.046052,,,0,,,1
roomiPark,,Roomi Park Stop,,33.598725,73.042467,,,0,,,1
qasimMarket,,Qasim Market Stop,,33.6015762,73.0336989,,,0,,,1
radioPakistanRwp,,Radio Pakistan Stop,,33.603092,73.0284479,,,0,,,1
laneNo4,,Lane No 4 Stop,,33.604557,73.0237425,,,0,,,1
chairingCross,,Chairing Cross Stop,,33.6055093,73.0203512,,,0,,,1
churChowk,,Chur Chowk Stop,,33.6082869,73.0119166,,,0,,,1
churHarpal,,Chur Harpal Stop,,33.610018,73.006429,,,0,,,1
modelBazar,,Model Bazar Stop,,33.6124194,73.0004466,,,0,,,1
kainatBusTerminal,,Kainat Bus Terminal Stop,,33.6135529,72.9972851,,,0,,,1
chistianabad,,Chistianabad Stop,,33.6223405,72.9755557,,,0,,,1
nustEme,,Nust EME Stop,,33.6250412,72.9618441,,,0,,,1
daewooBusTerminal,,Daewoo Bus Terminal Stop,,33.62378,72.95374,,,0,,,1
jhangiSyedan,,Jhangi Syedan Stop,,33.62631,72.9469,,,0,,,1
motorwayBusTerminal,,Motorway Bus Terminal Stop,,33.6277244,72.9446627,,,0,,,1
motorwayChowk26No,,Motorway Chowk (26 No) Stop,,33.63303,72.93497,,,0,,,1
saddarStopRwp,,Saddar Stop,,33.592786,73.054722,,,0,,,1
askari11,,Askari 11 Stop,,33.5982054,73.0313026,,,0,,,1
faridFamilyHospital,,Farid Family Hospital Stop,,33.5978685,73.023567,,,0,,,1
afzalTown,,Afzal Town Lane No 4 Stop,,33.5982256,73.020389,,,0,,,1
malikAzam,,Malik Azam Street Stop,,33.5989726,73.0160691,,,0,,,1
hakeemPlaza,,Hakeem Plaza Street No 4 Stop,,33.6003486,73.0082717,,,0,,,1
misriyalChowk,,Misriyal Chowk Stop,,33.6008546,72.9997988,,,0,,,1
qabristanChowk,,Qabristan Chowk Stop,,33.6009921,72.9958871,,,0,,,1
bhatta,,Bhatta Chowk Stop,,33.6020133,72.9800085,,,0,,,1
